time,pm1_pm10,pm1_pm25,pm2_pm10,pm2_pm25,temperature,humidity
02/25/2021 01:01:46,51,43,18,18,20.2,66.3
02/25/2021 01:13:36,51,43,17,17,20.1,66.9
02/25/2021 01:39:45,49,41,17,17,20.0,67.4
02/25/2021 01:58:41,48,41,15,15,19.8,68.3
02/25/2021 02:02:01,49,41,17,17,20.0,67.4
02/25/2021 02:12:03,49,41,14,14,19.8,68.5
02/25/2021 02:39:07,49,42,14,14,19.8,69.4
02/25/2021 02:49:04,47,40,13,13,19.7,69.6
02/25/2021 03:05:08,46,40,12,12,19.7,69.7
02/25/2021 03:15:16,45,39,12,12,19.6,70.0
02/25/2021 03:27:49,43,38,11,11,19.6,70.3
02/25/2021 03:54:23,43,38,11,11,19.6,70.8
02/25/2021 04:13:43,41,37,10,10,19.5,71.7
02/25/2021 04:27:03,40,36,9,9,19.5,72.1
02/25/2021 04:41:13,40,35,9,9,19.5,72.3
02/25/2021 04:55:48,38,34,9,9,19.5,72.6
02/25/2021 05:10:39,37,34,8,8,19.4,72.7
02/25/2021 05:33:53,35,33,8,8,19.4,72.9
02/25/2021 05:44:39,36,33,8,8,19.4,73.1
02/25/2021 05:57:32,35,32,7,7,19.3,73.6
02/25/2021 06:24:20,34,32,7,7,19.3,73.8
02/25/2021 06:34:09,32,31,7,7,19.3,74.1
02/25/2021 06:50:18,17,17,7,7,19.3,74.1
02/25/2021 07:00:22,18,17,6,6,19.2,74.4
02/25/2021 07:12:51,16,16,6,6,19.2,74.3
02/25/2021 07:39:25,15,15,6,6,19.1,74.4
02/25/2021 07:47:22,15,15,5,5,19.1,74.5
02/25/2021 07:58:52,14,14,5,5,19.1,74.7
02/25/2021 08:12:07,13,13,5,5,19.1,75.0
02/25/2021 08:39:01,13,12,5,5,19.0,74.8
02/25/2021 08:47:11,12,11,5,5,19.0,74.8
02/25/2021 09:07:53,11,10,4,4,19.0,74.5
02/25/2021 09:18:25,11,11,4,4,19.0,74.5
02/25/2021 09:29:23,10,9,4,4,19.0,74.7
02/25/2021 09:51:29,9,9,4,4,19.0,74.7
02/25/2021 10:00:54,9,9,3,3,19.0,74.4
02/25/2021 10:22:21,8,8,3,3,19.0,73.9
02/25/2021 10:33:13,8,8,3,3,19.0,74.1
02/25/2021 10:44:15,7,7,3,3,19.0,73.9
02/25/2021 11:06:30,7,7,4,4,18.9,74.0
02/25/2021 11:15:53,6,6,3,3,18.9,72.9
02/25/2021 11:37:19,6,6,3,3,18.8,69.7
02/25/2021 11:46:16,5,5,2,2,18.8,68.4
02/25/2021 11:58:18,6,5,3,3,18.7,66.6
02/25/2021 12:16:50,5,5,3,3,18.6,63.8
02/25/2021 12:31:41,4,3,2,2,18.5,61.4
02/25/2021 12:52:47,4,3,2,2,18.4,60.4
02/25/2021 13:01:32,4,3,4,3,18.3,58.8
02/25/2021 13:22:36,4,3,3,3,18.3,57.0
02/25/2021 13:33:11,3,2,3,2,18.3,54.5
02/25/2021 13:49:39,3,2,4,3,18.3,53.1
02/25/2021 13:59:57,3,2,4,3,18.2,51.9
02/25/2021 14:12:37,4,3,4,3,18.2,51.4
